label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
358,"inferior olive, subnucleus C of medial nucleus",IOC,"inferior olive, subnucleus C of medial nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOSCOM_358,"inferior olive, subnucleus C of medial nucleus",kept_for_review_or_manual_approval,0,255,164,unique_imported,,
359,"inferior olive, dorsal nucleus",IOD,"inferior olive, dorsal nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IODN_359,"inferior olive, dorsal nucleus",kept_for_review_or_manual_approval,178,255,229,unique_imported,,
360,"inferior olive, dorsomedial cell group",IODM,"inferior olive, dorsomedial cell group",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IODCG_360,"inferior olive, dorsomedial cell group",kept_for_review_or_manual_approval,178,255,228,unique_imported,,
362,"inferior olive, cap of Kooy of the medial nucleus",IOK,"inferior olive, cap of Kooy of the medial nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOCOKO_362,"inferior olive, cap of Kooy of the medial nucleus",kept_for_review_or_manual_approval,0,233,150,unique_imported,,
363,"inferior olive, medial nucleus",IOM,"inferior olive, medial nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOMN_363,"inferior olive, medial nucleus",kept_for_review_or_manual_approval,0,255,163,unique_imported,,
364,"inferior olive, principal nucleus",IOPr,"inferior olive, principal nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOPN_364,"inferior olive, principal nucleus",kept_for_review_or_manual_approval,178,255,228,unique_imported,,
365,"inferior olive, ventrolateral protrusion",IOVL,"inferior olive, ventrolateral protrusion",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOVP_365,"inferior olive, ventrolateral protrusion",kept_for_review_or_manual_approval,0,255,170,unique_imported,,
366,interpeduncular nucleus,IP,interpeduncular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IN_366,interpeduncular nucleus,kept_for_review_or_manual_approval,59,78,212,unique_imported,,
367,"interpeduncular nucleus, apical subnucleus",IPA,"interpeduncular nucleus, apical subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INAS_367,"interpeduncular nucleus, apical subnucleus",kept_for_review_or_manual_approval,89,110,233,unique_imported,,
368,interstitial nucleus of the posterior limb of the anterior commissure,IPAC,interstitial nucleus of the posterior limb of the anterior commissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTPL_368,interstitial nucleus of the posterior limb of the anterior commissure,kept_for_review_or_manual_approval,255,227,0,unique_imported,,
369,"interstitial nucleus of the posterior limb of the anterior commissure, lateral part",IPACL,"interstitial nucleus of the posterior limb of the anterior commissure, lateral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTPL_369,"interstitial nucleus of the posterior limb of the anterior commissure, lateral part",kept_for_review_or_manual_approval,255,226,0,unique_imported,,
370,"interstitial nucleus of the posterior limb of the anterior commissure, medial part",IPACM,"interstitial nucleus of the posterior limb of the anterior commissure, medial part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTPL_370,"interstitial nucleus of the posterior limb of the anterior commissure, medial part",kept_for_review_or_manual_approval,255,246,178,unique_imported,,
371,"interpeduncular nucleus, caudal subnucleus",IPC,"interpeduncular nucleus, caudal subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INCS_371,"interpeduncular nucleus, caudal subnucleus",kept_for_review_or_manual_approval,0,32,233,unique_imported,,
372,"interpeduncular nucleus, dorsolateral subnucleus",IPDL,"interpeduncular nucleus, dorsolateral subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INDS_372,"interpeduncular nucleus, dorsolateral subnucleus",kept_for_review_or_manual_approval,118,71,229,unique_imported,,
373,"interpeduncular nucleus, dorsomedial subnucleus",IPDM,"interpeduncular nucleus, dorsomedial subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INDS_373,"interpeduncular nucleus, dorsomedial subnucleus",kept_for_review_or_manual_approval,0,27,212,unique_imported,,
374,interpeduncular fossa,IPF,interpeduncular fossa,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IF_374,interpeduncular fossa,kept_for_review_or_manual_approval,99,59,191,unique_imported,,
375,"interpeduncular nucleus, intermediate subnucleus",IPI,"interpeduncular nucleus, intermediate subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INIS_375,"interpeduncular nucleus, intermediate subnucleus",kept_for_review_or_manual_approval,89,109,255,unique_imported,,
376,"interpeduncular nucleus, lateral subnucleus",IPL,"interpeduncular nucleus, lateral subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INLS_376,"interpeduncular nucleus, lateral subnucleus",kept_for_review_or_manual_approval,0,29,255,unique_imported,,
377,"interpeduncular nucleus, rostral subnucleus",IPR,"interpeduncular nucleus, rostral subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INRS_377,"interpeduncular nucleus, rostral subnucleus",kept_for_review_or_manual_approval,178,186,255,unique_imported,,
378,internal plexiform layer of the olfactory bulb,IPl,internal plexiform layer of the olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IPLOTO_378,internal plexiform layer of the olfactory bulb,kept_for_review_or_manual_approval,177,233,0,unique_imported,,
379,intermediate reticular nucleus,IRt,intermediate reticular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IRN_379,intermediate reticular nucleus,kept_for_review_or_manual_approval,85,35,199,unique_imported,,
380,"intermediate reticular nucleus, alpha part",IRtA,"intermediate reticular nucleus, alpha part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IRNAP_380,"intermediate reticular nucleus, alpha part",kept_for_review_or_manual_approval,176,142,255,unique_imported,,
381,inferior salivatory nucleus,InS,inferior salivatory nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ISN_381,inferior salivatory nucleus,kept_for_review_or_manual_approval,162,142,208,unique_imported,,
383,intercalated nucleus of the medulla,In,intercalated nucleus of the medulla,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTM_383,intercalated nucleus of the medulla,kept_for_review_or_manual_approval,102,198,231,unique_imported,,
384,interstitial nucleus of Cajal,InC,interstitial nucleus of Cajal,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOC_384,interstitial nucleus of Cajal,kept_for_review_or_manual_approval,178,183,255,unique_imported,,
386,interstitial nucleus of Cajal. shell region,InCSh,interstitial nucleus of Cajal. shell region,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOCSR_386,interstitial nucleus of Cajal. shell region,kept_for_review_or_manual_approval,0,17,255,unique_imported,,
388,intermediate gray layer of the superior colliculus,InG,intermediate gray layer of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IGLOTS_388,intermediate gray layer of the superior colliculus,kept_for_review_or_manual_approval,181,178,255,unique_imported,,
389,intermedius nucleus of the medulla,IMed,intermedius nucleus of the medulla,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,INOTM_389,intermedius nucleus of the medulla,kept_for_review_or_manual_approval,133,239,185,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_cleaned_region_acronym
390,intermediate white layer of the superior colliculus,InWh,intermediate white layer of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IWLOTS_390,intermediate white layer of the superior colliculus,kept_for_review_or_manual_approval,9,0,233,unique_imported,,
392,infundibular stem,InfS,infundibular stem,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IS_392,infundibular stem,kept_for_review_or_manual_approval,135,107,199,unique_imported,,
393,interposed cerebellar nucleus,Int,interposed cerebellar nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICN_393,interposed cerebellar nucleus,kept_for_review_or_manual_approval,0,255,60,unique_imported,,
394,"interposed cerebellar nucleus, anterior part",IntA,"interposed cerebellar nucleus, anterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICNAP_394,"interposed cerebellar nucleus, anterior part",kept_for_review_or_manual_approval,0,255,60,unique_imported,,
395,"interposed cerebellar nucleus, dorsolateral hump",IntDL,"interposed cerebellar nucleus, dorsolateral hump",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICNDH_395,"interposed cerebellar nucleus, dorsolateral hump",kept_for_review_or_manual_approval,178,255,196,unique_imported,,
396,"interposed cerebellar nucleus, dorsomedial crest",IntDM,"interposed cerebellar nucleus, dorsomedial crest",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICNDC_396,"interposed cerebellar nucleus, dorsomedial crest",kept_for_review_or_manual_approval,89,255,129,unique_imported,,
397,"interposed cerebellar nucleus, posterior part",IntP,"interposed cerebellar nucleus, posterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICNPP_397,"interposed cerebellar nucleus, posterior part",kept_for_review_or_manual_approval,0,255,59,unique_imported,,
